Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
0.079152918,4,32,2,0,4288.4178,0,1,0,0
0.048741487,1,32,2,0,990.7104,0,1,0,0
0.071958197,3,20,1,2,3511.4292,0,1,0,0
0.162147349,1,10,1,0,549.285,0,0,1,0
0.05382735,3,21,0,0,311.5944,1,0,0,0
0.069565759,1,17,0,1,571.2564,0,1,0,0
0.056019324,1,34,1,0,419.454,0,0,0,1
0.109911272,1,22,0,2,1537.998,0,1,0,0
0.029366813,3,15,0,1,3755.112,0,1,0,0
0.055347985,2,15,0,1,1581.9408,0,1,0,0
0.0,1,32,2,0,657.8104,0,1,0,0
0.156926608,4,12,0,1,5528.1374,0,1,0,0
0.039405676,2,10,1,0,2267.049,0,0,1,0
0.170176516,1,32,2,0,718.3982,0,1,0,0
0.033777629,4,34,1,0,7073.4592,0,0,0,1
0.057546914,1,10,1,0,491.3604,0,0,1,0
0.160095901,1,12,0,1,1052.6298,0,1,0,0
0.099832728,1,12,0,1,263.6568,0,1,0,0
0.012717946,1,22,0,2,628.5152,0,1,0,0
0.090278634,1,15,0,1,1975.4286,0,1,0,0
0.0,3,32,2,0,3861.64,0,1,0,0
0.009958941,3,17,0,1,2816.334,0,1,0,0
0.032678839,3,20,1,2,3131.9232,0,1,0,0
0.0,2,32,2,0,4122.6336,0,1,0,0
0.077849003,3,32,2,0,3056.022,0,1,0,0
0.011443222,1,20,1,2,1478.076,0,1,0,0
0.031214809,3,17,0,1,2626.581,0,1,0,0
0.051146565,2,10,1,0,3306.3628,0,0,1,0
0.015302653,3,20,1,2,793.6336,0,1,0,0
0.04937018,2,21,0,0,211.7244,1,0,0,0
0.0,2,20,1,2,1198.44,0,1,0,0
0.236433601,3,21,0,0,153.7998,1,0,0,0
0.081372267,3,10,1,0,3057.3536,0,0,1,0
0.18329488,2,22,0,2,1537.998,0,1,0,0
0.06358934,3,10,1,0,360.8636,0,0,1,0
0.060792265,3,10,1,0,513.3318,0,0,1,0
0.0,3,22,0,2,4257.1252,0,1,0,0
0.098775709,4,20,1,2,7130.718,0,1,0,0
0.270300331,1,21,0,0,109.857,1,0,0,0
0.119852889,1,32,2,0,498.0184,0,1,0,0
0.034563936,1,12,0,1,490.6946,0,1,0,0
0.031710329,4,32,2,0,5522.811,0,1,0,0
0.074778547,2,17,0,1,1657.842,0,1,0,0
0.013035609,2,15,0,1,3455.502,0,1,0,0
0.046277956,1,10,1,0,75.9012,0,0,1,0
0.0793795,4,17,0,1,6771.186,0,1,0,0
0.073783159,1,12,0,1,988.713,0,1,0,0
0.01572192,3,15,0,1,918.804,0,1,0,0
0.033952603,2,20,1,2,3399.5748,0,1,0,0
0.105220024,2,32,2,0,1142.5128,0,1,0,0
0.095715608,2,32,2,0,3560.6984,0,1,0,0
0.046822808,1,12,0,1,2759.0752,0,1,0,0
0.0,4,20,1,2,3653.9104,0,1,0,0
0.04731256,1,10,1,0,512.666,0,0,1,0
0.077108099,4,32,2,0,5608.6992,0,1,0,0
0.106027474,1,10,1,0,1426.1436,0,0,1,0
0.01742908,4,22,0,2,6201.927,0,1,0,0
0.073229342,4,34,0,2,255.0014,1,0,0,0
0.157257637,4,34,0,2,1078.596,1,0,0,0
0.039988162,1,34,1,0,1024.6662,0,0,0,1
0.081119484,4,15,0,1,1322.2788,0,1,0,0
0.052421981,2,10,1,0,1231.73,0,0,1,0
0.070791391,1,34,1,0,2007.387,0,0,0,1
0.069817659,1,12,0,1,830.9184,0,1,0,0
0.109971578,1,15,0,1,577.9144,0,1,0,0
0.091950972,3,10,1,0,1277.0044,0,0,1,0
0.133145617,4,22,0,2,2203.798,0,1,0,0
0.046609281,4,34,0,2,495.3552,1,0,0,0
0.028652919,1,17,0,1,545.2902,0,1,0,0
0.136696892,4,32,2,0,5536.7928,0,1,0,0
0.012002075,3,32,2,0,990.7104,0,1,0,0
0.025513973,1,12,0,1,1474.0812,0,1,0,0
0.064194304,4,17,0,1,2055.3246,0,1,0,0
0.013920032,1,12,0,1,792.302,0,1,0,0
0.079251097,1,10,1,0,649.8208,0,0,1,0
0.121043709,1,34,1,0,1078.596,0,0,0,1
0.048545853,1,34,1,0,1114.5492,0,0,0,1
0.091467933,3,15,0,1,1294.3152,0,1,0,0
0.0,3,10,1,0,1384.1982,0,0,1,0
0.020916223,2,15,0,1,1869.5664,0,1,0,0
0.0,2,15,0,1,992.7078,0,1,0,0
0.104768536,3,32,2,0,2972.797,0,1,0,0
0.020680499,3,32,2,0,2587.9646,0,1,0,0
0.123727659,4,21,0,0,254.3356,1,0,0,0
0.163805509,2,32,2,0,3910.9092,0,1,0,0
0.065082452,1,17,0,1,2113.2492,0,1,0,0
0.182128363,3,34,0,2,665.8,1,0,0,0
0.01871404,4,34,1,0,7116.0704,0,0,0,1
0.159096908,2,34,0,2,127.8336,1,0,0,0
0.103935018,3,32,2,0,5326.4,0,1,0,0
0.029129907,3,10,1,0,4677.245,0,0,1,0
0.128011859,3,15,0,1,1845.5976,0,1,0,0
0.119850541,4,12,0,1,6524.84,0,1,0,0
0.073985248,4,34,1,0,3271.7412,0,0,0,1
0.027233781,3,12,0,1,982.055,0,1,0,0
0.079440262,1,34,0,2,85.8882,1,0,0,0
0.060022526,3,17,0,1,6426.3016,0,1,0,0
0.02110482,4,34,1,0,6769.8544,0,0,0,1
0.181958524,3,21,0,0,481.3734,1,0,0,0
0.058222587,2,20,1,2,3340.3186,0,1,0,0
0.054723717,1,34,1,0,1058.622,0,0,0,1
0.066724663,3,20,1,2,1491.392,0,1,0,0
0.144167934,2,21,0,0,886.8456,1,0,0,0
0.052458358,3,32,2,0,3795.06,0,1,0,0
0.139985583,2,10,1,0,2490.092,0,0,1,0
0.099286298,1,20,1,2,563.9326,0,1,0,0
0.037680711,2,15,0,1,3129.26,0,1,0,0
0.168064909,3,10,1,0,1230.3984,0,0,1,0
0.090111173,2,20,1,2,3261.7542,0,1,0,0
0.136286138,3,10,1,0,1197.7742,0,0,1,0
0.125857678,2,17,0,1,2111.2518,0,1,0,0
0.067700925,4,22,0,2,2055.9904,0,1,0,0
0.112896669,1,22,0,2,1193.1136,0,1,0,0
0.173973652,2,32,2,0,1761.7068,0,1,0,0
0.0,2,12,0,1,2636.568,0,1,0,0
0.073516952,1,17,0,1,790.9704,0,1,0,0
0.119285634,4,32,2,0,2980.1208,0,1,0,0
0.153011599,4,12,0,1,3419.5488,0,1,0,0
0.04875891,1,22,0,2,834.9132,0,1,0,0
0.105276162,3,15,0,1,3779.0808,0,1,0,0
0.122123201,2,17,0,1,814.9392,0,1,0,0
0.082970667,1,20,1,2,1114.5492,0,1,0,0
0.029782937,2,17,0,1,866.8716,0,1,0,0
0.067953506,2,22,0,2,2396.88,0,1,0,0
0.03722507,3,15,0,1,1999.3974,0,1,0,0
0.020487625,1,22,0,2,468.7232,0,1,0,0
0.179077475,1,22,0,2,1342.2528,0,1,0,0
0.037131628,4,34,0,2,218.3824,1,0,0,0
0.017547958,1,15,0,1,614.5334,0,1,0,0
0.093191195,3,12,0,1,1426.1436,0,1,0,0
0.079875237,2,17,0,1,1537.998,0,1,0,0
0.01125332,1,12,0,1,939.4438,0,1,0,0
0.125170423,4,32,2,0,3418.883,0,1,0,0
0.032152004,1,20,1,2,404.8064,0,1,0,0
0.056033565,1,12,0,1,974.0654,0,1,0,0
0.021049215,3,17,0,1,2406.867,0,1,0,0
0.023526504,4,15,0,1,5626.01,0,1,0,0
0.020229757,4,20,1,2,5956.9126,0,1,0,0
0.131445848,4,17,0,1,6404.996,0,1,0,0
0.083862625,1,34,0,2,216.385,1,0,0,0
0.18614827,1,20,1,2,1158.492,0,1,0,0
0.204713036,2,21,0,0,202.4032,1,0,0,0
0.036057562,4,10,1,0,2342.9502,0,0,1,0
0.031327839,3,12,0,1,2976.7918,0,1,0,0
0.055558509,4,22,0,2,3131.9232,0,1,0,0
0.0,2,34,0,2,108.5254,1,0,0,0
0.063863551,4,22,0,2,4448.2098,0,1,0,0
0.0,1,12,0,1,1442.1228,0,1,0,0
0.0,2,20,1,2,2841.6344,0,1,0,0
0.016852909,3,20,1,2,2876.256,0,1,0,0
0.094037241,2,10,1,0,1001.3632,0,0,1,0
0.085312137,2,10,1,0,982.7208,0,0,1,0
0.053764023,3,34,1,0,3547.3824,0,0,0,1
0.010365546,4,22,0,2,3125.931,0,1,0,0
0.027135522,3,17,0,1,3142.576,0,1,0,0
0.0,2,32,2,0,1398.18,0,1,0,0
0.116148596,3,10,1,0,4427.57,0,0,1,0
0.075363922,1,12,0,1,1956.1204,0,1,0,0
0.021496403,3,22,0,2,3078.6592,0,1,0,0
0.085931544,3,22,0,2,1018.674,0,1,0,0
0.096806008,1,10,1,0,687.1056,0,0,1,0
0.04778563,3,34,1,0,3787.0704,0,0,0,1
0.105725004,3,10,1,0,2748.4224,0,0,1,0
0.148764535,2,34,0,2,109.1912,1,0,0,0
0.066997921,3,12,0,1,2609.936,0,1,0,0
0.040938155,2,15,0,1,4516.7872,0,1,0,0
0.014661762,1,34,1,0,2319.6472,0,0,0,1
0.048213766,3,10,1,0,3629.2758,0,0,1,0
0.032761024,2,10,1,0,2087.9488,0,0,1,0
0.0,2,17,0,1,1557.972,0,1,0,0
0.025988508,2,15,0,1,2364.9216,0,1,0,0
0.026140452,2,12,0,1,4138.6128,0,1,0,0
0.025932408,4,10,1,0,3171.8712,0,0,1,0
0.098170402,4,12,0,1,2243.746,0,1,0,0
0.119439636,3,15,0,1,724.3904,0,1,0,0
0.059540542,2,21,0,0,145.1444,1,0,0,0
0.044122209,3,34,0,2,175.1054,1,0,0,0
0.081304829,4,15,0,1,4111.9808,0,1,0,0
0.081014461,1,34,0,2,492.692,1,0,0,0
0.006775667,1,20,1,2,1022.6688,0,1,0,0
0.03749705,1,22,0,2,194.4136,0,1,0,0
0.086060695,2,32,2,0,2808.3444,0,1,0,0
0.020519478,1,20,1,2,852.224,0,1,0,0
0.061163967,1,15,0,1,828.921,0,1,0,0
0.07821891,2,17,0,1,323.5788,0,1,0,0
0.14492016,3,32,2,0,2942.836,0,1,0,0
0.062235983,1,32,2,0,359.532,0,1,0,0
0.030166924,3,21,0,0,719.064,1,0,0,0
0.016104504,2,15,0,1,2360.9268,0,1,0,0
0.01544786,4,32,2,0,2735.1064,0,1,0,0
0.037574137,3,15,0,1,3677.2134,0,1,0,0
0.106876976,2,34,1,0,3842.9976,0,0,0,1
0.32111501,2,34,0,2,199.74,1,0,0,0
0.061124626,1,32,2,0,171.7764,0,1,0,0
0.127599399,2,34,0,2,120.5098,1,0,0,0
0.029785889,1,20,1,2,628.5152,0,1,0,0
0.0,3,15,0,1,2946.165,0,1,0,0
0.010762387,2,15,0,1,1789.6704,0,1,0,0
0.108206497,1,12,0,1,468.7232,0,1,0,0
0.063127333,2,20,1,2,1597.92,0,1,0,0
0.02687089,4,22,0,2,3681.874,0,1,0,0
0.099681705,2,34,0,2,317.5866,1,0,0,0
0.072898645,3,15,0,1,1977.426,0,1,0,0
0.063354531,1,17,0,1,1230.3984,0,1,0,0
0.082534287,3,15,0,1,4410.2592,0,1,0,0
0.152024355,4,32,2,0,1496.0526,0,1,0,0
0.045669236,2,22,0,2,1012.016,0,1,0,0
0.024342578,2,12,0,1,2862.94,0,1,0,0
0.028988288,4,20,1,2,6692.6216,0,1,0,0
0.044908404,2,22,0,2,1404.838,0,1,0,0
0.168329848,3,12,0,1,2812.3392,0,1,0,0
0.111936685,3,21,0,0,992.042,1,0,0,0
0.005620213,4,12,0,1,5191.2426,0,1,0,0
0.117095014,1,20,1,2,1148.505,0,1,0,0
0.248301532,2,34,0,2,245.0144,1,0,0,0
0.023274107,3,12,0,1,2909.546,0,1,0,0
0.091354948,2,34,0,2,122.5072,1,0,0,0
0.011087128,1,15,0,1,1468.089,0,1,0,0
0.099839365,2,15,0,1,1733.7432,0,1,0,0
0.021938404,4,10,1,0,5785.802,0,0,1,0
0.090480206,2,12,0,1,1985.4156,0,1,0,0
0.080640478,4,22,0,2,4175.8976,0,1,0,0
0.040338009,4,32,2,0,6615.3888,0,1,0,0
0.007043008,3,15,0,1,569.259,0,1,0,0
0.069219165,3,10,1,0,2759.0752,0,0,1,0
0.039569689,3,15,0,1,2631.2416,0,1,0,0
0.180588082,3,21,0,0,363.5268,1,0,0,0
0.09301462,1,22,0,2,1037.3164,0,1,0,0
0.274405193,2,21,0,0,355.5372,1,0,0,0
0.066887123,3,20,1,2,3283.7256,0,1,0,0
0.042468413,3,15,0,1,1468.089,0,1,0,0
0.071188446,2,20,1,2,1138.518,0,1,0,0
0.191008614,1,21,0,0,189.0872,1,0,0,0
0.159595473,1,32,2,0,339.558,0,1,0,0
0.086905536,1,34,0,2,314.2576,1,0,0,0
0.089186387,3,32,2,0,6006.1818,0,1,0,0
0.112321218,2,22,0,2,2988.1104,0,1,0,0
0.034668802,1,12,0,1,1761.7068,0,1,0,0
0.0,2,12,0,1,3560.6984,0,1,0,0
0.072592873,1,10,1,0,874.8612,0,0,1,0
0.059889718,3,15,0,1,2874.9244,0,1,0,0
0.112402118,2,21,0,0,113.186,1,0,0,0
0.029529474,2,21,0,0,262.3252,1,0,0,0
0.105736638,2,10,1,0,2181.1608,0,0,1,0
0.044291251,1,20,1,2,503.3448,0,1,0,0
0.100388706,1,20,1,2,1853.5872,0,1,0,0
0.070556945,3,34,1,0,7504.2318,0,0,0,1
0.054599767,1,10,1,0,644.4944,0,0,1,0
0.069560905,4,32,2,0,2885.5772,0,1,0,0
0.0,2,15,0,1,1017.3424,0,1,0,0
0.021453493,2,15,0,1,2530.7058,0,1,0,0
0.016276741,2,10,1,0,1617.894,0,0,1,0
0.056656942,2,34,1,0,2328.9684,0,0,0,1
0.072994847,3,20,1,2,1328.271,0,1,0,0
0.165073642,4,21,0,0,209.727,1,0,0,0
0.017744999,3,22,0,2,1244.3802,0,1,0,0
0.047453947,2,12,0,1,1518.024,0,1,0,0
0.171422166,2,17,0,1,1685.8056,0,1,0,0
0.021860985,3,22,0,2,3078.6592,0,1,0,0
0.023577298,3,22,0,2,2866.269,0,1,0,0
0.043304681,2,21,0,0,294.2836,1,0,0,0
0.177971115,3,20,1,2,2069.3064,0,1,0,0
0.106894492,4,21,0,0,1046.6376,1,0,0,0
0.127927931,3,22,0,2,4442.2176,0,1,0,0
0.081623275,2,12,0,1,1930.1542,0,1,0,0
0.051596927,2,17,0,1,1780.3492,0,1,0,0
0.067592098,4,17,0,1,7086.1094,0,1,0,0
0.054670967,3,34,0,2,316.9208,1,0,0,0
0.012089479,3,32,2,0,3415.554,0,1,0,0
0.021250528,4,17,0,1,5241.1776,0,1,0,0
0.05843345,1,22,0,2,1025.332,0,1,0,0
0.05606697,1,15,0,1,473.3838,0,1,0,0
0.029569276,2,20,1,2,2912.875,0,1,0,0
0.0204332,4,17,0,1,5976.2208,0,1,0,0
0.055213281,3,34,0,2,687.1056,1,0,0,0
0.1408005,2,12,0,1,2984.1156,0,1,0,0
0.047665717,1,34,1,0,1255.033,0,0,0,1
0.059268885,4,12,0,1,3695.19,0,1,0,0
0.084937098,4,17,0,1,1068.609,0,1,0,0
0.008778413,2,20,1,2,1583.9382,0,1,0,0
0.0,4,10,1,0,661.1394,0,0,1,0
0.013834247,1,20,1,2,958.752,0,1,0,0
0.132351411,3,17,0,1,2836.308,0,1,0,0
0.082955719,3,34,1,0,5523.4768,0,0,0,1
0.009893817,1,20,1,2,972.068,0,1,0,0
0.0,2,22,0,2,3002.0922,0,1,0,0
0.067940657,2,15,0,1,1198.44,0,1,0,0
0.094161662,4,22,0,2,4566.0564,0,1,0,0
0.067107448,4,12,0,1,4402.9354,0,1,0,0
0.018321361,4,34,1,0,4819.7262,0,0,0,1
0.038756864,4,22,0,2,6033.4796,0,1,0,0
0.077254736,4,32,2,0,1537.998,0,1,0,0
0.08630486,3,10,1,0,2181.1608,0,0,1,0
0.128876537,2,34,1,0,4916.933,0,0,0,1
0.061163967,1,15,0,1,801.6232,0,1,0,0
0.058220302,4,17,0,1,1474.0812,0,1,0,0
0.025519534,4,20,1,2,3605.307,0,1,0,0
0.070133177,2,32,2,0,873.5296,0,1,0,0
0.025947095,1,32,2,0,575.2512,0,1,0,0
0.091688111,1,12,0,1,860.2136,0,1,0,0
0.0,1,34,0,2,40.6138,1,0,0,0
0.165101585,1,34,0,2,515.3292,1,0,0,0
0.059417055,4,20,1,2,2133.2232,0,1,0,0
0.036287517,2,10,1,0,2181.1608,0,0,1,0
0.037764269,2,17,0,1,2253.0672,0,1,0,0
0.024848788,1,15,0,1,746.3618,0,1,0,0
0.162903525,2,10,1,0,1482.0708,0,0,1,0
0.016747538,1,12,0,1,1272.3438,0,1,0,0
0.147904328,2,21,0,0,117.8466,1,0,0,0
0.079904068,2,34,1,0,4434.228,0,0,0,1
0.040325274,3,32,2,0,719.064,0,1,0,0
0.06302467,3,34,1,0,1263.0226,0,0,0,1
0.021203509,4,15,0,1,6114.7072,0,1,0,0
0.098765906,3,15,0,1,2167.8448,0,1,0,0
0.012707362,1,32,2,0,942.7728,0,1,0,0
0.04442649,2,32,2,0,1897.53,0,1,0,0
0.121712459,2,34,1,0,2631.2416,0,0,0,1
0.030769458,2,32,2,0,2978.1234,0,1,0,0
0.014614357,2,10,1,0,2332.9632,0,0,1,0
0.076868664,1,34,0,2,123.8388,1,0,0,0
0.140292495,2,17,0,1,1989.4104,0,1,0,0
0.070555571,4,15,0,1,2372.9112,0,1,0,0
0.061409711,1,12,0,1,1607.2412,0,1,0,0
0.066555152,1,12,0,1,958.752,0,1,0,0
0.092711708,3,21,0,0,197.0768,1,0,0,0
0.017844609,1,32,2,0,1198.44,0,1,0,0
0.025916883,2,17,0,1,2277.036,0,1,0,0
0.053611144,3,15,0,1,796.2968,0,1,0,0
0.207783483,4,34,0,2,525.982,1,0,0,0
0.122837694,4,22,0,2,3105.957,0,1,0,0
0.141174838,2,17,0,1,2826.9868,0,1,0,0
0.069078149,3,17,0,1,3153.2288,0,1,0,0
0.089345074,3,10,1,0,5369.0112,0,0,1,0
0.058822142,3,20,1,2,3448.844,0,1,0,0
0.071368699,2,20,1,2,1446.1176,0,1,0,0
0.068055818,2,10,1,0,1567.2932,0,0,1,0
0.150122794,3,34,1,0,1396.1826,0,0,0,1
0.030094192,4,22,0,2,1078.596,0,1,0,0
0.076097035,2,21,0,0,291.6204,1,0,0,0
0.025973384,1,17,0,1,554.6114,0,1,0,0
0.0,4,17,0,1,731.0484,0,1,0,0
0.053887301,4,12,0,1,4250.4672,0,1,0,0
0.024262772,2,10,1,0,1514.695,0,0,1,0
0.034624104,2,20,1,2,4054.722,0,1,0,0
0.044281996,3,17,0,1,3067.3406,0,1,0,0
0.052121825,2,20,1,2,2343.616,0,1,0,0
0.135662712,1,32,2,0,852.224,0,1,0,0
0.023613955,3,20,1,2,5350.3688,0,1,0,0
0.082152451,3,34,1,0,4119.3046,0,0,0,1
0.02363057,2,34,0,2,425.4462,1,0,0,0
0.164274416,2,17,0,1,2133.2232,0,1,0,0
0.047587685,4,17,0,1,5145.3024,0,1,0,0
0.079952983,1,10,1,0,1162.4868,0,0,1,0
0.024992442,1,34,0,2,165.7842,1,0,0,0
0.115107028,4,17,0,1,3547.3824,0,1,0,0
0.008604657,2,34,1,0,1211.756,0,0,0,1
0.083528446,3,17,0,1,2274.3728,0,1,0,0
0.036731658,3,34,1,0,4763.799,0,0,0,1
0.129337594,4,22,0,2,5033.448,0,1,0,0
0.0,1,20,1,2,1120.5414,0,1,0,0
0.029827665,2,20,1,2,2612.5992,0,1,0,0
0.157718931,3,12,0,1,4548.0798,0,1,0,0
0.008046275,3,12,0,1,5863.0348,0,1,0,0
0.068753558,2,34,0,2,254.3356,1,0,0,0
0.013199737,2,34,1,0,2713.135,0,0,0,1
0.023971463,1,22,0,2,447.4176,0,1,0,0
0.09468096,1,10,1,0,1631.8758,0,0,1,0
0.014394261,4,17,0,1,5331.7264,0,1,0,0
0.049396364,2,20,1,2,3563.3616,0,1,0,0
0.024243294,2,20,1,2,1603.2464,0,1,0,0
0.122469209,2,32,2,0,2709.806,0,1,0,0
0.017730951,4,12,0,1,4086.0146,0,1,0,0
0.035016754,4,10,1,0,1705.7796,0,0,1,0
0.019417732,3,17,0,1,1402.1748,0,1,0,0
0.066358426,3,34,1,0,7168.6686,0,0,0,1
0.105265475,3,21,0,0,962.7468,1,0,0,0
0.038736754,1,34,1,0,1281.665,0,0,0,1
0.044991876,2,21,0,0,426.112,1,0,0,0
0.05696122,3,22,0,2,1764.37,0,1,0,0
0.147255604,1,12,0,1,1701.7848,0,1,0,0
0.077319079,4,22,0,2,4357.661,0,1,0,0
0.089135671,2,15,0,1,3207.8244,0,1,0,0
0.041373331,1,15,0,1,732.38,0,1,0,0
0.04403602,3,34,1,0,6751.212,0,0,0,1
0.027041859,1,32,2,0,306.268,0,1,0,0
0.056782237,4,34,1,0,8239.9408,0,0,0,1
0.03922186,1,22,0,2,193.082,0,1,0,0
0.021581922,1,15,0,1,1209.7586,0,1,0,0
0.128206001,3,22,0,2,3878.285,0,1,0,0
0.071301323,3,12,0,1,2693.8268,0,1,0,0
0.030765898,1,17,0,1,649.155,0,1,0,0
0.053730029,3,17,0,1,4777.7808,0,1,0,0
0.062350672,1,17,0,1,1416.8224,0,1,0,0
0.068163102,2,12,0,1,2422.1804,0,1,0,0
0.0,4,10,1,0,2914.8724,0,0,1,0
0.015309885,3,17,0,1,2380.9008,0,1,0,0
0.106538757,4,34,1,0,1556.6404,0,0,0,1
0.061999648,4,34,0,2,689.103,1,0,0,0
0.051618281,1,32,2,0,373.5138,0,1,0,0
0.076505799,1,12,0,1,539.298,0,1,0,0
0.013091186,2,10,1,0,1612.5676,0,0,1,0
0.022074764,2,34,0,2,559.272,1,0,0,0
0.079146113,3,34,0,2,179.766,1,0,0,0
0.096337184,2,12,0,1,763.0068,0,1,0,0
0.142425145,3,21,0,0,756.3488,1,0,0,0
0.0,1,17,0,1,181.0976,0,1,0,0
0.041663111,3,34,1,0,6029.4848,0,0,0,1
0.019386234,2,22,0,2,3083.9856,0,1,0,0
0.135226962,1,34,0,2,113.186,1,0,0,0
0.0,1,32,2,0,2087.9488,0,1,0,0
0.036729122,3,20,1,2,2535.3664,0,1,0,0
0.045380404,2,32,2,0,1789.6704,0,1,0,0
0.069587171,4,22,0,2,4687.232,0,1,0,0
0.08573655,4,32,2,0,3425.541,0,1,0,0
0.076681143,2,20,1,2,1657.842,0,1,0,0
0.102055777,3,22,0,2,3101.2964,0,1,0,0
0.071856726,1,12,0,1,1347.5792,0,1,0,0
0.063054947,2,12,0,1,2270.378,0,1,0,0
0.142383847,3,15,0,1,2556.672,0,1,0,0
0.03150851,3,32,2,0,3779.0808,0,1,0,0
0.123620492,1,20,1,2,1505.3738,0,1,0,0
0.06375108,1,15,0,1,782.9808,0,1,0,0
0.04461205,4,34,0,2,480.7076,1,0,0,0
0.122204371,3,15,0,1,1911.5118,0,1,0,0
0.037764307,2,22,0,2,642.497,0,1,0,0
0.092437711,3,12,0,1,1470.0864,0,1,0,0
0.137807013,3,21,0,0,159.792,1,0,0,0
0.077292302,4,20,1,2,6309.7866,0,1,0,0
0.045763062,1,20,1,2,633.8416,0,1,0,0
0.090558833,2,10,1,0,3091.9752,0,0,1,0
0.041703666,2,32,2,0,1637.868,0,1,0,0
0.014098693,1,12,0,1,805.618,0,1,0,0
0.042008667,3,12,0,1,3767.0964,0,1,0,0
0.106933748,3,17,0,1,529.311,0,1,0,0
0.012663476,1,17,0,1,645.1602,0,1,0,0
0.041387618,1,15,0,1,849.5608,0,1,0,0
0.012148836,3,10,1,0,1328.271,0,0,1,0
0.005935001,1,34,1,0,2010.716,0,0,0,1
0.014047825,3,17,0,1,4364.9848,0,1,0,0
0.026375082,1,17,0,1,792.302,0,1,0,0
0.0,1,34,1,0,2804.3496,0,0,0,1
0.052174319,4,17,0,1,4290.4152,0,1,0,0
0.0,1,34,0,2,37.2848,1,0,0,0
0.137786856,3,10,1,0,2659.871,0,0,1,0
0.066608487,3,15,0,1,5406.296,0,1,0,0
0.064002068,1,15,0,1,930.1226,0,1,0,0
0.06406438,4,22,0,2,1826.9552,0,1,0,0
0.049345425,2,12,0,1,1145.176,0,1,0,0
0.11521312,2,12,0,1,3150.5656,0,1,0,0
0.0,1,34,0,2,253.6698,1,0,0,0
0.099991245,2,32,2,0,1779.0176,0,1,0,0
0.015334003,1,10,1,0,1185.7898,0,0,1,0
0.129170642,4,21,0,0,467.3916,1,0,0,0
0.051908824,1,12,0,1,1414.1592,0,1,0,0
0.131770922,3,17,0,1,1518.024,0,1,0,0
0.028984804,2,32,2,0,3034.0506,0,1,0,0
0.120211747,1,12,0,1,666.4658,0,1,0,0
0.02076385,1,32,2,0,181.0976,0,1,0,0
0.016006626,2,32,2,0,210.3928,0,1,0,0
0.015766712,3,15,0,1,1662.5026,0,1,0,0
0.024536199,2,34,1,0,3791.0652,0,0,0,1
0.008046878,1,20,1,2,402.809,0,1,0,0
0.014653896,1,20,1,2,749.025,0,1,0,0
0.073794811,2,12,0,1,2516.724,0,1,0,0
0.056830682,4,22,0,2,5556.7668,0,1,0,0
0.054618573,1,15,0,1,1022.6688,0,1,0,0
0.052141447,3,21,0,0,525.3162,1,0,0,0
0.017360867,3,17,0,1,1576.6144,0,1,0,0
0.196438668,3,21,0,0,392.822,1,0,0,0
0.074743226,3,20,1,2,5257.1568,0,1,0,0
0.127792701,2,34,1,0,4447.544,0,0,0,1
0.024358634,3,34,1,0,5652.642,0,0,0,1
0.070431235,3,15,0,1,3033.3848,0,1,0,0
0.082930699,1,22,0,2,780.9834,0,1,0,0
0.041330512,2,32,2,0,2474.7786,0,1,0,0
0.235354055,1,21,0,0,101.2016,1,0,0,0
0.057746382,3,12,0,1,3929.5516,0,1,0,0
0.045337184,1,20,1,2,564.5984,0,1,0,0
0.020374875,4,32,2,0,1245.046,0,1,0,0
0.035568147,3,21,0,0,151.8024,1,0,0,0
0.062797771,2,20,1,2,825.592,0,1,0,0
0.018096488,3,10,1,0,2696.49,0,0,1,0
0.009613854,2,32,2,0,1231.73,0,1,0,0
0.026645307,1,10,1,0,939.4438,0,0,1,0
0.087753682,2,12,0,1,2090.612,0,1,0,0
0.037657459,3,17,0,1,2801.6864,0,1,0,0
0.041091215,1,34,1,0,3364.9532,0,0,0,1
0.095195306,4,12,0,1,2343.616,0,1,0,0
0.048686689,3,22,0,2,1808.9786,0,1,0,0
0.117091213,3,34,0,2,992.042,1,0,0,0
0.022940826,4,22,0,2,5768.4912,0,1,0,0
0.119339241,2,15,0,1,970.7364,0,1,0,0
0.014075334,3,32,2,0,3568.688,0,1,0,0
0.046336634,2,32,2,0,3533.4006,0,1,0,0
0.036641589,3,32,2,0,6157.3184,0,1,0,0
0.101176316,3,10,1,0,4729.8432,0,0,1,0
0.035737373,4,34,1,0,9371.8008,0,0,0,1
0.079376029,1,12,0,1,1949.4624,0,1,0,0
0.091054989,4,20,1,2,4633.968,0,1,0,0
0.043852434,3,17,0,1,4211.185,0,1,0,0
0.009620042,2,15,0,1,1970.768,0,1,0,0
0.054939848,3,12,0,1,3372.9428,0,1,0,0
0.014675574,1,12,0,1,934.7832,0,1,0,0
0.14526636,4,20,1,2,3375.606,0,1,0,0
0.146662938,2,22,0,2,2388.2246,0,1,0,0
0.071786706,3,32,2,0,780.3176,0,1,0,0
0.133424184,2,21,0,0,102.5332,1,0,0,0
0.115799592,1,10,1,0,1713.7692,0,0,1,0
0.027579198,3,22,0,2,1605.9096,0,1,0,0
